County,Age65AndOlderPct2020,AvgHHSize,Ed1LessThanHSPct,Ed5CollegePlusPct,Net_InterMigrationRate_2020_2021,OwnHomePct,Under18Pct2020,PctEmpChange2021,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrans,PctEmpServices,PctEmpTrade,UnempRate2021,Deep_Pov_All,Median_HH_Inc_ACS,PerCapitaInc,Poverty_Rate_ACS,POPESTIMATE2021,PopDensity2020
Clark,16.56,2.38,9.46,27.89,0.04,59.62,18.86,-3.7,3.145178088,0.114559467,5.44678192,11.83086857,6.2070402,53.35346803,13.08060821,4.7,9.595933399,45351,23773,20.37450075,21321,24.77
Clay,21.25,2.37,15.71,13.99,0,70.61,21.77,-0.6,8.058145047,0.426607679,5.150892716,13.66724601,5.387896982,41.57054827,15.64228156,4,6.780477731,39817,23747,18.77882564,14350,22.77
Cleburne,26.98,2.31,11.75,16.98,0,77.5,18.66,0.8,1.158504476,0.989994734,8.899420748,12.59610321,7.309110058,43.40179042,14.50236967,4.6,5.007537791,48400,28868,15.07558163,25015,44.61
Cleveland,20.99,2.75,9.29,16.71,0,81.97,21.3,-2.3,7.185828877,0,4.578877005,16.81149733,7.586898396,41.34358289,10.89572193,4,5.943870797,48183,26167,12.35107228,7514,12.63
Columbia,17.3,2.72,12.98,20.16,0.01,71.7,21.26,-1.1,2.463768116,2.4303233,3.42251951,13.73467113,9.520624303,46.95652174,14.1025641,5.3,13.16175427,41115,25293,23.44230496,22672,29.76
Conway,19.5,2.43,11.86,18.68,0.03,67.06,22.84,-0.2,6.490490933,0.840336135,8.082706767,17.8460858,5.594869527,41.06590004,11.34453782,4.2,5.898371019,45812,27435,18.88159494,20873,37.53
Craighead,13.73,2.54,10.34,28.95,0.03,58.44,24.82,1,2.246795874,0.113316662,7.209284151,12.92396061,3.786339481,47.04204439,16.26289465,3.3,6.927807436,51788,29106,17.79253363,112218,157.29
Crawford,17.11,2.63,15.08,19.07,0.03,76.13,24.52,-0.8,0.936024744,0.630799284,7.028324923,18.66351945,7.016115904,42.4141299,15.38743285,3.6,7.992680511,52057,26609,17.74472443,60378,101.02
Crittenden,14.13,2.57,15.5,17.47,0.02,57.17,26.22,0.3,2.416743197,0.014500459,5.128329064,11.46019624,10.51283291,44.63241336,17.03803954,5.4,8.064177412,46452,24880,19.81183586,47525,78.59
Cross,18.58,2.62,18.2,14.05,0.01,65.95,24.63,-2,4.961884962,2.079002079,7.636867637,8.856548857,9.646569647,35.44005544,19.81981982,4.4,7.050437283,45247,25410,17.61111777,16681,27.31
Dallas,24.27,2.59,12.25,11.5,0,73.6,21.37,-0.4,3.181076672,0.081566069,2.895595432,30.22022839,8.034257749,34.95106036,6.117455139,4.1,7.075079074,34337,22683,12.90161478,6308,9.71
Desha,19.03,2.43,19.11,13.68,0.06,63.42,24.48,-5,9.016393443,0.234192038,6.018735363,12.22482436,4.683840749,40.32786885,13.88758782,5.9,12.89420809,33295,19955,27.82388399,11090,15.37
Drew,17.67,2.38,13.03,23.74,0,67.82,22.87,-0.5,4.643920932,0.595721636,6.404007582,11.90089358,2.829677769,45.91118332,12.74031952,5,9.483800774,42891,26250,20.03747582,17110,20.94
Faulkner,12.91,2.55,6.89,32.9,0.05,62.16,23.34,0.5,0.647743073,0.669786686,7.625394242,7.566046054,4.788550887,52.65371181,14.77261166,3.5,6.790598544,54845,28851,14.7551105,125106,190.81
Franklin,19.77,2.51,13.52,10.6,-0.01,70.35,24.05,-0.8,3.516998828,1.377491208,8.279601407,24.07678781,8.147713951,33.86576788,10.02344666,3.7,6.13972765,42128,22391,22.84191829,17173,28.08
Fulton,25.88,2.57,14.1,11.4,0.02,83.54,22.08,0.8,3.72457731,0,6.248468513,8.282283754,8.919382504,48.29698603,16.90762068,3.6,6.046081399,36950,20817,17.94483687,12145,19.54
Garland,24.01,2.34,9.62,23.77,0.03,67.73,20.41,1.3,0.827183717,0.552259683,8.845801379,6.950272512,2.541841509,52.2548594,16.36762649,5,6.696892512,49985,29214,16.20376974,100330,147.84
Grant,18.18,2.59,8.4,17.96,0,76.53,23.06,0.4,4.200471081,0.379481811,8.610311437,14.00157027,8.623397017,43.79743523,9.997382884,3.2,3.735355708,62479,32428,14.08681872,18090,28.42
Greene,16.13,2.56,11.34,16.28,0,65.73,24.6,1.2,3.497952788,0.055603296,9.270585857,19.86048628,5.797907294,41.17171309,14.00192084,3.4,7.429337504,51367,24806,16.44732432,46317,79.22
Hempstead,18.54,2.65,16.17,16,-0.01,68.41,25.12,-2.9,8.215613383,0.049566295,5.972738538,22.32961586,5.94795539,40.83023544,9.702602231,3.5,7.496266799,43592,23132,24.55450473,19694,27.59
Hot Spring,19.28,2.57,11.44,16.44,0.01,78.81,21.18,0.1,1.246504195,0.311626049,8.206152617,11.65001998,4.322812625,48.51777867,16.73991211,3.9,6.217465809,46724,23411,19.0080507,33148,53.73
Howard,17.96,2.43,11.95,14.26,0,68.38,25.32,0.1,8.678571429,0.392857143,3.642857143,33.96428571,4.357142857,34.42857143,7.214285714,3.2,8.189248664,39558,24969,20.27664257,12698,21.77
Independence,17.85,2.57,14.22,16.45,0.02,70.42,24.17,-0.2,1.112759644,0.568743818,7.474035608,20.67260138,6.398367953,43.56454006,11.97453017,3.9,6.819973362,50028,25030,17.66288836,37723,49.68
Izard,25.5,2.73,17.9,17.02,0,77.66,17.71,-2.7,5.441408896,0.790246105,4.628584331,17.24994355,3.522239783,46.85030481,7.857304132,5.4,4.62633452,45318,22047,15.72953737,13911,23.40
Jackson,18.22,2.47,16.52,12.67,0,68.53,19.77,-1.6,8.241851039,0.135112312,5.978719811,15.03124472,4.728930924,38.49011991,18.34149637,5.2,6.356220258,39154,21238,20.84296397,16811,26.44
Jefferson,18.02,2.56,11.6,19.46,0.05,63.87,20.8,-2.7,1.494376217,0.393466079,3.636580422,17.44763722,5.83045189,42.87985374,12.92873892,6.6,8.292486943,43720,23015,19.41663319,65861,77.10
Johnson,16.72,2.55,19.92,16.02,-0.01,70.25,24.75,-1.3,2.211675368,1.499762696,6.549596583,25.39155197,5.84717608,35.90887518,15.14000949,4.7,7.539745628,40628,22509,18.93084261,25845,38.95
Lafayette,24.25,2.51,18.92,10.73,0.06,78.04,19.5,-1.8,12.42236025,1.641526176,10.15971606,13.13220941,3.904170364,33.58473824,13.88642413,5.8,9.341894061,36083,20605,23.45104334,6163,11.91
Lawrence,19.2,2.52,15.21,14.87,0.02,69.49,22.32,0.6,6.312900275,0.426959439,6.968587984,14.89783471,9.469350412,38.92955169,14.40988106,4.3,5.998986444,40746,23086,15.50741163,16292,27.60
Lee,20.19,2.66,18.26,9.76,0.11,61.08,18.27,-4.9,12.51466562,0,5.00586625,8.760265937,4.536566289,40.90731326,13.53148221,5.6,15.05464481,29082,19688,27.71857924,8619,14.34
Lincoln,15.74,2.47,18.79,8.73,0.07,79.42,16.1,-2.2,4.726735598,0.295420975,6.203840473,15.18463811,5.701624815,40.17725258,10.69423929,4.6,5.474189676,49474,15748,15.11404562,13037,23.13
Little River,20.94,2.52,10.11,14.87,0,80.77,22.22,0.2,2.524038462,0.380608974,8.353365385,18.02884615,4.967948718,42.68830128,13.78205128,4.5,3.880144769,57614,27738,12.3558623,11944,22.64
Logan,20.18,2.51,12.27,12.64,0,72.05,22.96,-0.6,4.836586971,1.085764422,4.101776705,22.80105286,5.692037728,40.44746655,13.57753893,4.2,6.526606641,46570,24061,15.67814778,21215,29.80
Lonoke,14.02,2.68,10.06,20.33,0.01,72.3,25.78,0.5,1.98603428,0.335540038,7.910885403,7.209576494,9.797164536,40.56407001,16.09987606,3.3,4.792926943,62561,30370,11.61278844,74722,95.94
Madison,19.36,2.71,15.09,13.54,0.03,80.55,22.83,2,4.04772693,0.362483009,10.24014499,18.86421991,7.597039722,34.36036852,15.10345869,3.1,5.261872787,47862,25566,16.53644244,16960,19.80
Marion,28.34,2.39,13.83,15.1,0.01,80.32,17.87,-0.5,1.536312849,0.104748603,6.075418994,25.59357542,4.085195531,35.73673184,15.01396648,4.3,8.446882913,41038,23231,18.08754371,16978,28.20
Miller,16.97,2.56,13.1,16.94,-0.01,64.98,23.18,0.4,0.848375451,0.379061372,6.10709988,16.2755716,7.268351384,39.72322503,15.70397112,4.8,8.185995045,46610,25453,18.082317,42649,68.26
Mississippi,14.91,2.59,17.39,14.24,0.02,58.13,25.8,-3.6,4.620764777,0.177721722,4.976208221,27.46087256,4.425844178,35.87685605,12.98515164,7.2,8.564357673,45740,25267,21.79086569,39661,45.10
Monroe,23.39,2.42,21.19,13.47,0,63.6,21.11,-2.3,7.765451664,0.039619651,5.071315372,16.75911252,9.746434231,35.73692552,14.85736926,5.3,12.49266001,41667,23446,21.44744568,6683,11.19
Montgomery,26.99,2.29,16.04,15.34,-0.01,79.61,19.81,-0.5,8.33600513,1.41070856,9.169605643,10.42000641,6.38025008,39.08303944,16.54376403,4.8,7.633678695,41032,24184,18.92342503,8611,10.87
Nevada,20.89,2.67,9.03,11.13,-0.02,67.92,22.59,-3,3.186743149,0.350541746,5.79987253,16.31612492,4.620777565,56.78776291,8.094327597,4,6.014208721,42670,20095,25.17148457,8187,13.45
Newton,26.95,2.63,14.78,16.41,0,79.02,17.95,2.1,4.0119985,0,12.82339708,17.13535808,6.524184477,36.07049119,11.736033,3,3.306805708,42817,22406,10.30461032,7204,8.80
Ouachita,20.91,2.59,12.44,13.29,0,72.01,21.63,1,1.050891487,1.487778959,5.455189515,24.70185382,8.607863975,38.90660054,9.43440784,3.9,11.04883907,43338,22485,21.13690953,22306,30.91
Perry,20.47,2.66,8.7,17.5,0,77.87,21.95,0.6,5.552617663,0.132205182,15.83818086,12.5330513,5.023796933,35.85404548,15.6530936,4.1,7.873857588,47500,24857,15.34598775,9964,18.17
Phillips,19.53,2.65,18.31,14.35,0,52.6,25.59,-5.4,5.574660634,0,3.656108597,12.94117647,6.425339367,42.85972851,18.84162896,7.7,17.96870352,32235,20242,33.33729993,15906,24.00
Pike,20.19,2.49,12.1,19.48,0,76.74,22.36,-0.4,5.437026841,0,7.455838495,16.9075476,5.666437256,41.45446203,12.96168846,4.4,5.482041588,46672,26008,17.73952841,10066,16.94
Poinsett,18.08,2.55,18.51,11.51,0.03,64.61,23.67,1,6.72527007,0.052954882,7.000635459,15.71700911,7.254818894,41.49544588,14.80618513,3.9,7.578094021,42854,22170,20.80451161,22660,30.29
Polk,23.08,2.5,11.53,15.52,0,77.2,22.44,-0.5,5.893383338,0.870613448,7.420305384,15.67104206,5.920171444,42.96812215,14.82721672,4.4,5.345895581,43444,26879,20.91510072,19353,22.43
Pope,16.06,2.58,15.76,23.24,0,71.94,22.73,-0.1,1.587183586,0.494368658,5.794892763,17.366093,7.943352043,44.38538453,14.46307103,4,5.868521113,47322,26212,17.37542526,63789,78.14
Prairie,23.61,2.42,13.16,15.29,0,75.39,21.58,-0.6,7.864539603,0,6.940945984,10.69129583,8.340330255,38.79093199,13.26616289,3.7,4.369352643,47335,27799,9.976482238,8135,12.79
Pulaski,16,2.38,8.52,36.34,0.03,58.43,22.44,0.5,0.393761705,0.089103258,5.806651265,6.852947611,5.606035545,51.48460968,13.68455312,4.9,7.439253673,55235,35718,15.83236262,397821,526.34
Randolph,19.23,2.51,14.41,16.07,0.06,73.24,23.93,0.3,4.467748887,0.244217785,9.26591007,18.37379687,7.355265048,39.40525787,14.65306709,3.9,6.255545697,42225,24648,19.26574978,18865,28.49
St. Francis,16.49,2.53,17.68,11.41,0.03,53.94,20.29,-2.5,6.08478803,0.336658354,10.93516209,12.51870324,6.134663342,37.7680798,13.97755611,6.2,11.32148941,34981,19667,28.51788756,22739,36.37
Saline,17.98,2.55,8.19,27.91,0.01,78.34,23.95,0.5,0.622147084,0.229923922,7.824175824,8.125105664,6.287404903,46.08453085,15.26796281,3.1,3.663379443,68605,33861,8.649645906,125233,170.57
Scott,20.52,2.51,20.04,10.94,0,73.87,23.68,-1.8,6.917938931,0.286259542,5.08110687,27.83874046,4.890267176,34.63740458,10.20992366,3.3,4.084321476,43577,22064,15.15151515,9822,11.02
Searcy,25.37,2.63,19.85,15.32,0.01,73.68,19.85,3.9,5.714285714,0,5.473321859,17.21170396,6.540447504,40.51635112,14.56110155,4.2,6.930693069,39627,20532,24.12241224,7880,11.76
Sebastian,16.32,2.45,15.42,24,0.02,59.68,23.8,-0.8,1.030661312,0.951379673,6.676892849,16.69740266,7.142241602,43.82378794,14.82049603,3.7,6.937337871,50226,29684,17.53413139,128400,240.59
Sevier,14.91,2.91,26.47,11.62,0,64.11,27.99,-1.6,6.459366081,0.495718792,9.493765961,27.70016524,5.317710681,31.75604627,11.82214211,4.4,9.169288861,49470,24415,21.64883575,15783,28.10
Sharp,25.55,2.5,17.77,11.13,0.01,79.01,20.49,0.9,3.817816477,0.217682518,9.57803081,11.57066309,5.274614869,42.41460147,15.89082384,4.9,5.902798233,37361,20326,18.02650957,17622,28.56
Stone,27.57,2.62,15.37,14.38,0,73.6,20.06,0.2,6.177127264,1.686926321,8.260977425,9.030017365,3.994046142,44.23220045,13.54502605,5,7.847771168,32813,20078,20.94368837,12481,20.38
Union,18.25,2.63,13.67,18.4,-0.01,74.54,23.16,-1.4,1.496275366,1.399948626,7.410737221,17.01130234,3.70536861,43.79013614,15.27742101,6.1,8.024373939,46444,27072,18.519566,38340,37.59
Van Buren,26.23,2.26,14.94,16.27,0.03,77.08,19.11,3.1,1.787648971,2.34741784,7.56590827,10.05778259,10.5092091,45.68436259,12.09823041,4.9,5.953672389,40763,23389,17.5993874,15694,22.26
Washington,12.01,2.58,13.5,33.75,0.07,54.47,23.67,2.1,0.999864425,0.113543926,8.63103308,12.42712852,5.49671231,49.01623509,15.03355477,2.9,7.207702069,56610,31380,15.31812337,250057,261.16
White,16.36,2.57,14.21,20.29,0.01,67.79,23.28,1.5,1.137610079,0.980914476,8.213983516,12.06556144,7.349023786,47.52577643,15.73850638,4,6.230364356,46345,25535,15.25834047,77207,74.29
Woodruff,24.07,2.37,17.56,16.1,0,70.27,20.99,-0.4,8.105065666,0.150093809,3.489681051,13.69606004,7.879924953,40.0750469,13.62101313,5,9.092393079,43717,27219,20.82925237,6116,10.70
Yell,17.67,2.67,22.55,14.05,0.02,68.48,24.36,-0.1,5.899122807,0.855263158,6.436403509,21.66666667,6.787280702,39.78070175,11.29385965,4,6.35898455,51070,24771,13.81588753,20155,21.78
California,14.64,2.92,15.81,35.27,0.04,55.5,22.03,3.2,1.992871233,0.121423884,6.615647361,8.977566244,5.735380424,50.14449271,12.96207723,7.3,5.642557397,84097,41276,12.25067021,39237836,253.68
Alameda,14.21,2.82,11,49.64,0.13,53.88,20.45,2.4,0.3105551,0.037161417,5.332034399,9.885394191,5.242732656,54.85653978,11.01750246,6.1,4.513093419,112017,53815,8.913764914,1648556,2281.27
Alpine,25.58,3.01,6.3,39.32,0,81.8,16.2,5.3,5.747126437,0,2.298850575,6.896551724,8.812260536,57.85440613,14.36781609,8.1,5.803571429,96000,39055,12.94642857,1235,1.63
Amador,27.25,2.38,8.69,19.52,0.01,78.44,15.89,2,3.460367871,0.741034802,9.36218076,4.796877068,5.458515284,46.98292973,11.7573111,7,4.276378749,69955,36589,7.904738468,41259,68.07
Butte,17.88,2.48,9.66,29.76,0.01,58.09,20.46,1.7,3.908402025,0.198538507,6.409363533,6.302298265,4.065361787,52.55865202,14.64091556,6.9,8.7425268,59863,33424,17.74799735,208309,129.32
Calaveras,28.19,2.67,9.2,19.91,0.01,81.49,17.56,2.7,3.878299561,0.420900728,11.26811376,6.133124887,5.73627563,43.39486501,14.23847033,5.7,5.488904222,70119,34791,14.12513633,46221,44.40
Colusa,14.86,2.95,26.67,14.65,-0.05,61.58,27.96,6.2,21.06311596,0.325015727,4.508282659,12.74900398,7.485846089,32.80561963,11.84734745,12.5,3.808200139,61861,28063,13.0044012,21917,18.98
Contra Costa,16.13,2.84,10.26,44.06,0.07,66.99,22.58,2.4,0.494577356,0.130963944,7.389907887,6.458959371,5.786958305,53.24289166,12.11933673,6.4,4.224686029,110455,53656,8.202152519,1161413,1626.28
Del Norte,18.42,2.62,19.41,16.12,0.02,68.25,20.51,1.3,6.533261222,0.129799892,6.371011358,2.931314224,2.531097891,48.26392645,13.89940508,7.6,8.958417441,53280,24708,17.29511506,28100,27.57
El Dorado,22.03,2.53,5.32,36.83,0.03,76.2,20.45,3.5,1.402805611,0.121385628,8.158030346,6.607500716,4.058402519,52.3332379,11.06212425,5.7,3.843018516,88770,48953,8.678022804,193221,111.94
Fresno,12.37,3.14,22.09,22.63,0,54.08,27.6,2.5,8.930904157,0.065196106,6.115923968,6.44166392,5.939581735,46.88225487,13.85381157,9.2,8.753424699,61276,27295,20.17951058,1013581,169.28
Glenn,16.03,2.91,23.52,14.9,-0.01,60.86,25.77,1.4,19.3148209,0.320407493,6.523167926,9.300032862,7.024318107,36.07459744,14.15543871,6.9,7.47320925,56332,25100,15.05922166,28805,22.01
Humboldt,18.53,2.48,9.01,31.19,0.01,57.57,19.53,1,5.399119528,0.139546474,7.831215217,4.67979068,3.737851981,51.64382424,14.12741922,6.2,9.670260698,53350,31044,20.26107163,136310,38.24
Imperial,13.11,3.73,29.56,15.2,-0.03,57.95,26.43,3.4,9.216834463,0.267104993,6.030408876,4.07335114,6.391685501,44.05691391,14.7643997,17.3,9.008478221,49078,19005,21.04001084,179851,43.04
Inyo,23.45,2.31,7.92,27.27,0,64.39,20.17,1.4,3.099569172,0.215414074,8.891814265,2.632838679,5.110100527,48.02537099,10.89037817,5.9,5.472015634,60925,34304,10.79745942,18970,1.86
Kern,11.16,3.19,24.05,17.61,-0.02,59.27,28.32,2.8,11.62632869,2.765264947,7.203997319,5.427033936,6.476132305,42.64768675,12.76025981,10,8.199116167,58824,25328,19.3511624,917673,111.77
Kings,10.47,3.17,26.37,14.32,-0.05,54.54,26.59,0.8,16.0032014,0.238199592,3.348133468,7.649065305,5.028869791,37.88707434,12.91994588,9.6,7.330781848,63267,23483,16.3652269,153443,109.63
Lake,22.83,2.54,13.4,17.52,0,69.08,20.66,2.3,5.652906817,0.192089067,9.921988318,5.166803873,4.676780744,47.80665647,14.06170371,7.6,8.068820966,53399,32147,16.84786706,68766,54.25
Lassen,15.7,2.58,19.95,11.77,0,69.99,16.82,-0.9,5.035305012,0.335687001,7.373538604,2.071999074,3.958791527,35.36288922,11.33233013,5.9,6.62674131,59292,21214,13.86972182,33159,7.21
Los Angeles,13.97,2.94,19.96,34.04,0.04,46.25,20.51,4.4,0.394941118,0.055864527,6.166244152,8.898631575,6.404830101,50.98173359,13.1716435,8.9,6.122628396,76367,37924,13.85681368,9829544,2466.94
Madera,14.17,3.4,28.19,16.38,-0.06,66.18,27.54,2.8,14.47637206,0,8.426392483,9.500544737,4.800490263,41.33528531,10.8147215,8.8,7.951347548,66709,24759,19.56448209,159410,73.12
Marin,22.76,2.46,6.58,60.15,0.06,63.75,20.15,1.4,0.792417294,0.06660899,6.20535475,4.621285783,3.078560327,55.51744466,12.34639737,4.5,3.399051174,131008,78995,6.93731529,260206,504.05
Mariposa,28.14,2.12,9.12,28.87,0.02,71.55,17.19,1.1,3.196022727,0,8.565340909,3.735795455,2.982954546,58.57954545,10.65340909,8,7.5122066,53304,31871,13.15371492,17147,11.82
Mendocino,23,2.61,13.36,24.5,0.01,60.27,20.58,2.7,6.466180848,0.143692908,8.187929796,7.156419994,4.09524787,46.86954737,16.00636354,6.2,6.398933511,56378,31324,15.82625118,91305,26.12
Merced,11.31,3.35,29.65,14.06,-0.03,51.64,28.8,2.4,11.32502727,0.067471394,7.96994288,10.88600107,7.048450007,39.65099728,14.64036823,10.4,8.640096237,58861,24521,19.35421167,286461,145.10
Modoc,27.67,2.42,14.55,19.7,-0.02,74.51,20.63,2.4,20.71500167,0,5.345806883,0.801871032,3.007016372,48.74707651,8.018710324,7.1,8.386336867,51090,26084,19.59952886,8661,2.20
Mono,16.58,2.42,12.78,29.53,0.19,65.75,20.01,12.3,2.761730309,0,7.538396506,4.396223757,3.268986896,60.9694237,6.298435959,6.8,6.97497528,71138,37466,9.979462995,13247,4.33
Monterey,13.97,3.24,27.01,26.49,-0.03,51.69,25.34,2.4,15.51259964,0.073232283,7.18466653,5.341215024,3.912395223,45.6484745,12.02589999,8.3,5.017132133,82013,33786,12.15315132,437325,133.78
Napa,19.58,2.77,14.76,37,-0.02,65.53,19.96,2.8,4.815601523,0.052746376,6.167049197,12.8900737,3.650904529,49.87241079,12.67766262,6,3.458482744,97498,49641,7.653282871,136207,184.45
Nevada,28.08,2.47,4.87,38.68,0,75.36,17.52,3.7,1.454732158,0,9.665411604,4.590963546,4.903303098,53.87429403,13.65094985,5.6,4.679817605,74617,43777,10.47482157,103487,106.75
Orange,15.13,2.97,13.39,42.12,0.04,56.96,20.94,2.8,0.59430209,0.08955237,5.955295207,11.8873569,4.034177693,50.37784211,13.3678517,6,4.898520208,100485,46099,9.895392276,3167809,4019.71
Placer,19.7,2.65,5.17,41.6,0.01,73.38,22.64,3.5,0.694223949,0.052739494,7.342629118,6.069347053,4.588335961,49.62786367,12.89426808,5,3.6779895,99734,48580,6.960217253,412300,287.65
Plumas,29.61,2.34,5.45,23.02,0.02,72.3,17.43,-1.3,5.270618557,0.257731959,9.317010309,7.242268041,6.636597938,46.90721649,10.07731959,9.5,5.297258073,57885,35139,11.85404033,19915,7.75
Riverside,14.62,3.2,17.01,23.53,-0.02,68.12,24.59,4.3,1.212501077,0.057893075,9.315522042,8.352487488,7.346009206,46.75636106,15.24922729,7.3,5.219832866,76066,32079,11.955884,2458395,335.43
Sacramento,14.3,2.77,11.93,32,0.06,57.78,23.2,3.5,0.759974235,0.059362326,7.158414166,5.618405323,6.132742348,48.27890195,13.19167344,7,6.167927628,76422,36152,13.25927727,1588921,1642.08
San Benito,13.06,3.29,16.75,20.53,-0.07,67.61,25.38,1.4,6.132273594,0.074311008,12.13531065,12.03515234,5.87056961,40.12148234,14.22571161,7.2,3.280303873,95606,37238,7.747810747,66677,46.24
San Bernardino,11.81,3.26,18.9,21.91,-0.02,60.49,25.33,4.3,0.530576617,0.09798552,7.999833125,7.977262225,10.98657299,45.35520821,15.85782258,7.4,6.48422653,70287,28443,14.29671546,2194710,108.71
San Diego,14.37,2.81,11.68,40.26,0.02,54.06,20.91,3.4,0.654702984,0.025430297,6.417462476,9.613542142,4.44178274,53.11359014,12.47623062,6.5,5.123781912,88240,42696,10.71998536,3286069,783.48
San Francisco,16.02,2.34,11.22,59.52,0.11,38.22,12.96,1,0.160382261,0.009962845,3.183617177,5.038464394,4.629987771,58.72940524,10.22265981,5,5.272983499,126187,77267,10.31105416,815201,18629.03
San Joaquin,12.86,3.21,19.7,19.47,0.02,59.12,26.41,3.3,4.720129714,0.091605571,8.769401297,9.341630762,8.726041326,42.94469161,14.40711348,8.7,5.853467606,74962,30628,13.52691425,789410,559.64
San Luis Obispo,20.74,2.5,8.07,36.74,-0.01,62.41,17.94,3.9,3.029068919,0.287385027,8.05600166,7.513504791,5.06458479,50.67504745,12.91311598,5.2,6.515581797,82514,41407,12.00185582,283159,85.56
San Mateo,16.44,2.84,9.18,52.46,0.1,59.75,20.17,1,0.451698327,0.060829034,5.484384772,7.588483036,6.030624609,54.42561757,10.69369528,4.6,3.101163515,136837,69919,6.165054382,737888,1703.98
Santa Barbara,15.48,2.89,18.09,35.14,0.02,52.6,21.74,2.6,8.158344741,0.246791942,6.346484518,7.276335921,3.283138095,52.22989072,11.57695787,5.8,7.251214161,84356,40634,13.42351254,446475,163.95
Santa Clara,13.72,2.93,10.81,54.39,0.18,56.13,21,1.9,0.486619936,0.032844861,5.10970779,16.40982845,3.039985394,52.45909773,9.953679815,4.7,3.32188129,140258,65052,6.654120948,1885508,1499.72
Santa Cruz,17.39,2.69,11.72,41.89,0,60.45,18.86,2.2,4.900847576,0.007325632,6.649475851,8.321184994,4.174144916,52.38998733,13.03083358,6.9,5.518269948,96093,47619,10.91507338,267792,608.53
Shasta,20.72,2.51,8.94,22.58,0.03,64.54,21.21,1.9,1.888940367,0.185320008,8.298365213,5.47488252,5.19425508,50.48514131,14.36230062,6.8,6.197771977,61937,33507,14.17807415,182139,48.25
Sierra,30.38,2.65,5.64,22.32,0,78.89,16.63,4.3,14.27541456,0,17.73612112,6.416726748,4.542177361,44.98918529,1.0814708,6,1.474442988,56152,34454,8.158584535,3283,3.39
Siskiyou,26.11,2.34,10.09,21.52,0,66.86,19.25,0,9.212274979,0.25975595,6.77781805,6.638878821,4.131931859,46.87084693,12.66159236,8.1,7.233955019,49857,29563,16.70552203,44118,7.02
